pmcid,inclusion_criteria,exclusion_criteria,has_dedicated_section,criteria_location
3876983,,,False,No specific criteria mentioned
7116965,Only male participants were included in the study.,"significant medical illness, past or current presence of psychotic symptoms or bipolar disorder, current presence of psychoactive substance abuse/dependency or eating disorders, as well as hormonal and psychotropic medication in the 4 weeks prior to study entry.",False,Participants and conditions section
9928595,,,False,No specific criteria mentioned
4408020,,,False,No specific criteria mentioned
4615808,,,False,No specific criteria mentioned
3528341,,,False,No specific criteria mentioned
5500353,,,False,No specific criteria mentioned
3930744,"Participants were healthy, full-term 6-month (  n  =16,   M  =199.4 days,   SD  =6.3 days; 11 boys, 5 girls) and 12-month-old infants (  n  =16,   M  =382.1 days,   SD  =6.4 days; 7 boys, 9 girls).",Ten additional infants were excluded because they did not complete the required number of accepted trials (6-month-olds:   n  =3; 12-month-olds:   n  =2) or because of fussiness (6-month-olds:   n  =3; 12-month-olds:   n  =2).,False,Participants section embedded in the Methods section
10113366,"Participants were enrolled from 18 to 19-year-old first-year students attending Hiroshima University, Japan. A BDI-II score of 13 is a suggested cutoff point to detect depression in college students; therefore, in the present study, StD was defined as a score of 13 points on the BDI-II.","Participants that met the following criteria after completing the Japanese version of the Composite International Diagnostic Interview were excluded from this study: major depressive episode during the past year, a lifetime history of bipolar disorder, taking psychopharmacological or psychological treatment within the past year, possibility of acute suicide attempts, difficulty in understanding the purpose of the study, or difficulty in completing the self-report scales due to a serious mental condition or severe physical disease.",False,Methods - Participants section
2799674,,,False,No specific criteria mentioned
3720917,,,False,No specific criteria mentioned
10433725,,,False,No specific criteria mentioned
4619890,,,False,No specific criteria mentioned
10231779,"Cases were defined as TB patients of any age who had a DILI diagnosis whilst regularly taking (no less than 15 days in any 30-day period) the standard fixed-dose drug-susceptible TB regimen (rifampicin, isoniazid, pyrazinamide and ethambutol [2RHZE/4RH]) and followed-up in any one of the five TB clinics after the DILI diagnosis.","Patients were excluded based on the following criteria: patients missing any one of the three hepatotoxic drugs, namely rifampicin, isoniazid or pyrazinamide; patients were not excluded if they were not treated with ethambutol, as this drug is not associated with hepatotoxicity. Similarly, patients who died were not excluded.",False,Participant selection section
6093657,,,False,No specific criteria mentioned
6867624,,,False,No specific criteria mentioned
4898702,,,False,No specific criteria mentioned
3536994,(a) the child was 18months old during the interval 25 July 2003 to 29 March 2005 and (b) the mother had completed a questionnaire when the child was 18months old.,,False,Participants section
5426703,"All AS patients were from the Department of Rheumatology and Immunology, the First Affiliated Hospital of Anhui Medical University, Hefei, China. All cases were diagnosed by the skilled rheumatologist according to the modified 1984 New York Criteria. Unrelated, ethnically matched healthy participants were selected as the control group.",Participants with current medication use or substance abuse history were not eligible for the study.,False,Embedded in Methods - Study subjects section
2868054,,,False,No specific criteria mentioned
2200798,,,False,No specific criteria mentioned
5770055,,,False,No specific criteria mentioned
3317927,,,False,No specific criteria mentioned
10268301,,,False,No specific criteria mentioned
8963905,All participants were right-handed native Spanish speakers. Participants were recruited from two ongoing studies in the laboratory. All participants that completed the questionnaire were included in the study.,We ensured that participants did not have any neurological or psychiatric disorders.,False,Participants section description
6988973,,,False,No specific criteria mentioned
11101039,,,False,No specific criteria mentioned
9889848,,,False,No specific criteria mentioned
3795693,,,False,No specific criteria mentioned
3699618,,,False,No specific criteria mentioned
7033260,,,False,No specific criteria mentioned
4109995,"We included studies which were carried out on humans. The studies that discussed fusion results, and/or re-operations, and/or infections, and/or approach related complications after odontoid screw fixation for type II or type III odontoid fractures were selected. We also required a minimum sample size of five to ensure quality and comparability of data.","Biomechanical studies, cadaveric studies, animal studies, case report, duplications, and review articles were excluded. Clinical studies with inadequate information or incomplete data were also excluded.",True,Materials and Methods section with dedicated Inclusion/Exclusion subsections
9427930,"(1) age of 15years or older; and (2) MRI scanning with Dixon-based T1WI, DWI, and ADC maps and T2* maps in our hospital.","(1) lack of Dixon-based T1WI, DWI, and ADC maps or T2* maps (n=5); (2) insufficient clinical or laboratory data (n=1); (3) high-grade kidney atrophy (difficulty in segmentation) (n=2); (4) severe artifacts on MRI (n=17); and (5) presence of renal lesions with maximal diameter>1cm or number of renal masses>5 in each kidney, including polycystic kidney disease (n=18).",True,Methods section with dedicated Inclusion/Exclusion subsections
6025858,"All ponies exhibited marked post-prandial responses to oral D-glucose, with insulin concentrations increasing from 3.01  0.7 IU/mL at time 0, to 41.8  7.65 IU/mL at 90 min and 32.6  7.3 IU/mL at 180 min. Thus, all ponies were deemed suitable for inclusion in the study.","None of the ponies were lame, nor did they develop lameness during the study.",False,Embedded in Subjects section description
4503786,"Sixty-four psychology students from the University of Deusto (52 female), with a mean age of 18.69 years (  SD   = 1.45; range from 18 to 26) received extra credit for participating in this study.",,False,Participants and Apparatus section
4281070,,,False,No specific criteria mentioned
5940194,,,False,No specific criteria mentioned
5404791,,,False,No specific criteria mentioned
4861281,"All the studies included are in English and they are eligible for inclusion only if they were RCTs involving GLP-1 RAs, active anti-diabetic drugs or placebo with complete data on hypoglycemia, treatment discontinuation or glycemic level.","Trials are excluded if only they meet one of the following: (1) trials are not RCT (e.g., review, expert comment, editor opinion, new agent introduction, single case report, or case series); (2) if several studies included the same clinical trial, we only include the one which had the longest follow-up time and excluded the other early studies; (3) experimentation on animals or in vitro; (4) not conducted in T2DM; (5) pharmacokinetics research; (6) trials underway, unfinished, or suspended; (7) economical evaluation research; (8) other unrelated researches.",False,Study selection section
5976183,,,False,No specific criteria mentioned
5888736,,,False,No specific criteria mentioned
10614914,"Forty-five naive participants (mean age 25, age range 18 to 32; 27 males) were recruited, nine for each of the five experiments. Prior to the experiments, participants signed informed consent and were compensated 10/hour for their participation.",,False,Embedded in Participants section description
5120109,"We performed the experiments with 149 healthy subjects (62 men and 87 women). Their mean age was 23  1 years (a minimum of 17, a maximum of 63, mode of 19). Most participants were right-handed (>88%), with normal or corrected vision, and with no record of auditory, tactile, visual and motor disorders; also without detectable neurological disorders or history of drug abuse.","with no record of auditory, tactile, visual and motor disorders; also without detectable neurological disorders or history of drug abuse.",False,Participants section embedded in the description
4229143,,,False,No specific criteria mentioned
4206465,,,False,No specific criteria mentioned
5896989,,,False,No specific criteria mentioned
4816309,"(a) age between 418 years, (b) a predominantly spastic diagnosis of CP, (c) walking with or without assistance of aids (GMFCS I-III), (d) BTX-A injections had occurred in at least hamstrings and gastrocnemius muscles (e) a maximum of three months between the date of BTX-A injection and the pre-3DGA, (f) at least 1 month and maximally 4 months between the date of BTX-A injection and the post-3DGA.",symptoms of dystonia or ataxia and previous orthopedic surgery.,False,Experimental outcome study - Patients and treatment characteristics section
7561185,"PLWHIV_1 was made up of patients who were already receiving home-based HIV care. PLWHIV_2 and PLWHIV_3 were receiving HIV care at a clinic and, while they had not received HIV care in the community, they had observed community health workers in their communities. WBOTs who had performed home-based HIV care for at least one year were invited to participate.","PLWHIV were invited by health care workers to join the study, either during their home (PLWHIV_1) or clinic (PLWHIV_2 and 3) visit.",False,Embedded in Participants and Procedures section
8782365,,,False,No specific criteria mentioned
5440753,Thirteen children with CP that had a spastic diplegic presentation (age=15.53 years; 8 males; GMFCS levels IIIII) and 15 typically developing children (age=14.13 years; 8 males) with no neurological or musculoskeletal impairments participated in this investigation.,"The children with CP were excluded if they had an orthopedic surgery or anti-spasticity treatments within the last 6-months or if the child had too low of cognition to follow directions. None of the participating children had visible white or grey matter lesions that would have affected the integrity of the cortical surface in neural areas of interest (i.e., motor system, occipital, and inferior frontal gyrus). In addition, the participating children were not on any medication and did not have visual processing impairments.",False,Embedded in Subjects section description
3893163,,,False,No specific criteria mentioned
3598657,,,False,No specific criteria mentioned
5710531,"At baseline, all participants had a Mini-Mental State Examination (MMSE) score of 26 or more. At follow-up, MMSE scores were 25 or more. All participants were recruited locally from advertisements and public talks and were screened for neurological and psychiatric disorders, loss of consciousness for more than 10 minutes, a history of drug or alcohol abuse, and having undergone major heart surgery or chemotherapy within 5 years. All were native English speakers and right handed.","Participants were screened for neurological and psychiatric disorders, loss of consciousness for more than 10 minutes, a history of drug or alcohol abuse, and having undergone major heart surgery or chemotherapy within 5 years.",False,Embedded in Participants section description
11140151,"(1) being 18years old; (2) having a normal or corrected-to-normal vision; (3) having no non-neurological sensitive alterations (burns, bruises, etc.) on the index and thumb of the non-dominant hand; (4) having no neurological disorders.",CTRL participants were excluded if they had a history of chronic pain or acute pain severe enough to interfere with daily functioning in the previous month or of acute pain on the day of the participation.,True,Participants and ethical statement section with dedicated Inclusion/Exclusion subsections
5871003,,,False,No specific criteria mentioned
8394036,Eligible participants were children aged 815 years who had a parent-reported diagnosis of ADHD.,Children medically diagnosed with co-morbid conditions that seriously altered their reading ability (major visual disabilities or reading deficits from sources other than ADHD) were excluded.,False,Participants section
9946237,"(1) all sepsis patients were confirmed by diagnosis criteria; (2) randomized or non-randomized controlled, cohort studies, clinical trials, evaluating the expression of miRNAs; (3) contained data of receiver operating characteristic (ROC) curve and the essential sample size, or the data of true positive (TP), false positive (FP), false negative (FN), and true negative (TN); (4) all studies had controls, including healthy people or infected patients; (5) full text published in English or Chinese.","(1) reviews, conferences articles, letters, or case reports without controls; (2) no adequate data to make a 22 table; (3) the total sample size of sepsis patients and controls included in the article was too small (n < 60); (4) duplicated studies.",True,Materials and methods - Study selection section
4388526,,,False,No specific criteria mentioned
5338794,Subjects that were involved in any physical exercise within the last 6 months prior to this study were excluded as well as the morbidly obese subjects with BMI >40 kg/m .,Subjects that were involved in any physical exercise within the last 6 months prior to this study were excluded as well as the morbidly obese subjects with BMI >40 kg/m . Subjects with prior major illness or taking any medication and/or supplement known to influence the body composition or bone mass were also excluded from the study,False,Embedded in Study population and ethical statement section
7303156,"Inclusion criteria for the T2DM subjects were to be clinically diagnosed with the condition, on stable T2DM medication (no changes in medications or dosages in previous 6 weeks), and able to lay flat.","Control subjects were not on anti-hypertensive medication therapy, and without any known neurological or psychiatric conditions, cardiovascular, or sleep disorder issues that would introduce brain injury or drug dependency, e.g., tobacco or cocaine use that would modify autonomic control and brain tissue. Study exclusion criteria included a history of stroke, heart failure, diagnosed brain condition, metallic implants, claustrophobia, or body weight more than 160kg (scanner limitation).",False,"Materials and Methods section, Subjects subsection"
7660555,,,False,No specific criteria mentioned
3827256,"Non-obese diabetic (NOD) mice, originally from Jackson Laboratories (Bar Harbor, Maine), were weaned and maintained upon well-defined chows (described below) for at least three generations before introducing them into the current study. All mice were maintained and monitored in a pathogen-free barrier facility.",Diabetes was diagnosed when two consecutive blood glucose measurements were >250 mg/dL.,False,Embedded in Methods section under Mice description
6554277,,,False,No specific criteria mentioned
6305497,"Six right-handed patients (5 males and 1 female, age range: 2647) with end-to-side coaptation of a traumatic right or left brachial plexus avulsion (3 with left arm injuries and 3 with right arm injuries; mean time period post-surgery 1 year) participated in this study. Twelve right-handed healthy subjects matched for age and gender served as control group (see Table  ).",None of the subjects had any history of neurological or psychiatric illness except for the brachial plexus lesion in the patients group.,False,Participants section description
8202948,All consecutive patients with pleural effusion on chest radiograph visiting Medicine OPD or patients admitted under Medicine Department were enrolled in present study.,"Patients with minimal pleural effusion which could not be tapped, history of bleeding diathesis or other contraindications to pleural fluid tapping and patients not willing to participate in the study were excluded.",False,Embedded in Study participants section description
3031880,Inclusion criteria should be designed to enroll only patients who truly suffer from AD and to maximize the likelihood of demonstrating a difference between drug and placebo when one exists. Inclusion criteria generally identify a patient population of a specific disease severity. This is most often defined by a range of scores on the Mini-Mental State Examination (MMSE).,"Criteria that exclude a large number of concomitant medications, though often necessary to ensure participant safety, can hinder recruitment. Many AD patients take supplements such as ginkgo biloba, and some trials exclude these patients. Alternatively, in trials examining available medications or supplements for therapeutic benefit in AD, the greater availability of these agents can pose a challenge to enrollment. The TRIMCI study of the anti-inflammatory agent trifusal in amnestic mild cognitive impairment (MCI) failed to meet its recruitment goals because of the high incidence of non-steroidal anti-inflammatory drug use among potential participants, which was exclusionary. A recent trial of latrepirdine (formerly dimebon) excluded patients taking medications currently approved by the US Food and Drug Administration (FDA) for the treatment of AD.",False,Embedded in the Trial design and conduct can affect recruitment section
6957345,,,False,No specific criteria mentioned
7853509,"This study focused on the never-married but sexually active young men and women aged 15-24. For the purpose of this study, the sexually active were the young men and women who reported to have ever engaged in sexual intercourse.",No specific exclusion criteria mentioned.,False,Embedded in Data and methods section
10501653,Patients with an index admission (first admission within the study period) with the primary diagnosis of a severe AECOPD at one of two Pneumology Departments were consecutively included.,"Patients who did not agree to participate or with alternative diagnoses to COPD or severe AECOPD during admission or follow-up were excluded. From March 2020, any patients with a SARS-CoV-2 infection confirmed by microbiological techniques (which were performed on every patient) were also excluded from this research.",False,"Materials and methods section, embedded in the description of participant inclusion and exclusion."
5602661,,,False,No specific criteria mentioned
5571908,"Inclusion criteria were primary or secondary knee OA and undergoing TKA, preoperative employment and age 1863.",Exclusion criteria were insufficient knowledge of the Dutch language and having undergone joint arthroplasty in the previous six months.,False,Methods - Study design and subjects section
4232390,716 patients who were diagnosed with definite MD according to the diagnostic scale for MD of the American Academy of Otolaryngology Head and Neck Surgery (AAO-HNS),Samples with a genotype success rate of <90% were excluded from the analysis. All familial cases were also excluded.,False,Embedded in Materials and Methods section
4154783,,,False,No specific criteria mentioned
2890050,"We included 17 young people (14 women, 3 men), mean age 17.6 years (range 1620 years), who had never personally suffered from major depression but who had a biological parent with a history of major depression (FH).",Potential participants were assessed with the Structured Clinical Interview for DSM-IV Axis I Disorders ( ) to exclude a personal current or previous history of major depression. A history of bipolar disorder in a parent was an exclusion criterion. Participants with any personal history of Axis I and neurological disorders were excluded.,True,Methods and Materials - Participants section
2639703,,,False,No specific criteria mentioned
5357686,"We recruited 64 patients (51 M/13 F, aged 2263years old, 46.068.69years old, Han Chinese population) who were diagnosed with nonkeratinizing undifferentiated NPC from the Sun Yat-sen University Cancer Center, Guangzhou, China. All patients were diagnosed on the basis of histopathology. The clinical stages of NPC were classified according to American Joint Committee (AJCC) on cancer staging system (7th edition) ( ), and the TNM (T=Tumor, N=Nodes, and M=Metastasis) stage for all of the patients were ranged from T1N0M0 to T4N2M0. Each patient underwent a detailed pretreatment evaluation, including physical examination, nasopharyngeal fiberoptic endoscopy, MRI scan of the nasopharynx and neck, chest radiography, abdominal sonography, and whole body bone scan. We divided the 64 patients into 2 subgroups according to the time before and after completion of RT. Among the patients, 22 were before radiotherapy (pre-RT) patients with staging from T1N0M0 to T4N2M0, while the remaining 42 were after radiotherapy (post-RT) patients with staging from T1N0M0 to T4N2M0. The duration period between the receiving RT and MRI scanning was in range of 118months.","Exclusion criteria for all patients in this study were as follows: intracranial invasion, brain tumors or metastases, alcoholism, neurological or psychiatric diseases, prior substantial head trauma, positive human immunodeficiency virus status, viral hepatitis, hypertension, diabetes, left-handed, other major medical illness, and contraindications for MRI scanning.",False,Material and methods - Subjects section
4492583,,,False,No specific criteria mentioned
7428183,"PTB patients who were not under treatment during the study, 15 years of age, who were GeneXpert-positive and could provide written informed consent","Critically ill patients from whom sociodemographic, clinical data and sputum samples could not be obtained, patients <15 years of age and extra-pulmonary TB cases",True,Material and methods section with dedicated Inclusion/Exclusion subsections
6602963,"All participants were right-handed, as assessed by a handedness inventory , and had normal or corrected-to-normal visual acuity.",Data from one participant were excluded from the analyses because this individual could not identify self-handwritten stimuli in the behavioral experiment.,False,Participants section embedded in the description
3530538,,,False,No specific criteria mentioned
7449056,Participants were recruited online through the Canadian Association of Retired Persons (CARP). Members of CARP were invited via email to participate and compensated with a $10 gift card. All participants gave written informed consent at the start of the survey.,"Six hundred twenty-nine responses were blank in the fields of interest (i.e., only had data such as location coordinates, but not for our questionnaires) and were removed from the dataset. In addition, responses were removed if they were completed in an implausibly short length of time (i.e., less than 3min,   n  =76). Participants reporting fewer than 9 or greater than 26years of education were excluded (  n  =25), as well as participants under the age of 50 (  n  =28). After these preliminary cleaning steps, any participants who endorsed a history of major neurological conditions were excluded from the data set (mild cognitive impairment,   n  =61; dementia,   n  =7; transient ischemic attack or stroke,   n  =75; seizures,   n  =29; multiple sclerosis,   n  =9; moderate to severe traumatic brain injury,   n  =31; brain tumour,   n  =12, brain surgery,   n  =17; Parkinsons,   n  =5; amnesia,   n  =2; brain aneurysm,   n  =3). Furthermore, participants who scored 20 or higher on the Geriatric Depression Scale (GDS [ ]), indicating severe depressive symptoms [ ], were excluded (  n  =57). Finally, participants who were missing data in any of the measures and questionnaires of interest to the present study were excluded (  n  =128).",False,Embedded in Participants section description
2581118,,,False,No specific criteria mentioned
5400638,"Overall, 17 patients with histologically proven rectal cancer were included into the study. One patient was female and 16 were male with a mean age of 68.65 years (median age, 71 years; range, 51-76 years). In most cases, moderately differentiated adenocarcinoma was diagnosed",,False,Embedded in Patients section description
6028478,"Seventy-three male mice aged 9 weeks at the beginning of the study were employed. 39 Ahi1+/+ mice were employed, 24 of whom randomly assigned as control and 15 randomly assigned to chronic unpredictable stress protocol (CUS, see below). 34 Ahi1+/ mice were employed, 17 randomly assigned as control and 17 randomly assigned to CUS protocol.","According to ethical regulations, 8 mice (1 Ahi1+/+ control, 2 Ahi1+/+ CUS, 3 Ahi1+/ control and 2 Ahi1+/ CUS) that were severely wounded due to intracage violence were excluded from the study and immediately terminated.",False,Embedded in Animals section description
7527584,"age>18years, no ferromagnetic or active implants which are not suitable for 7T MRI, histologically proven diffuse glioma, planned (C)RT, residual tumor burden detectable on clinical MRI after biopsy or resection was performed",one due to the diagnosis of pseudoprogression without necessity for RT after tumor board review of all available clinical data and another patient because of a displacement of the  Na reference tubes during imaging,False,"Patients & methods section, embedded in the Patients subsection"
8803208,,,False,No specific criteria mentioned
5983461,,,False,No specific criteria mentioned
4226573,"One hundred and ninety subjects (105 men and 85 women; aged between 18 and 75) were enrolled at the Qilu Hospital of Shandong University. All subjects gave their written informed consents to participate in the study, and confirmed that they had not participated in any other clinical trial within the previous three months. The study obtained a full approval from the Clinical Ethics Committee of the Qilu Hospitals of Shandong University and all clinical investigation was conducted according to the principles of expressed in the revised guidelines of Declaration of Helsinki the fifth revision in the Edinburgh 2000.",Women who were pregnant or subjects with severe organ damage or psychiatric disorders had been excluded. No subjects had taken medications or smoked cigarettes before the test.,False,Embedded in Methods section under Subjects
7850490,"Signs and symptoms of acute respiratory syndrome
Positive epidemiological history for COVID-19, which may include recent contact (last 14 days) with a confirmed or suspected case, recent trip (last 14 days) to a high-incidence location, or presentation of symptoms after the start of the community transmission phase of SARS-CoV-2 (after 3/20/2020) when the date of hospitalization.
Have performed, when symptomatic, a chest computed tomography.","Presence of neoplastic (primary or metastatic) lung lesions, manifested as nodules, masses, consolidations, septal thickening (lymphatic carcinomatosis) or pleural thickening;
Chest CT with the presence of movement, acquisition or reconstruction artefacts that make it impossible to apply the segmentation algorithms;
CT exams with low quality pulmonary segmentation, or slice thickness greater than 3.0 mm.",False,"Materials and methods section, under Study population and Exclusion criteria"
10903861,,,False,No specific criteria mentioned
6854468,,,False,No specific criteria mentioned
3012109,,,False,No specific criteria mentioned
7714231,Inclusion criteria for this study were: being 710 years of age; being of Hispanic origin by self-identification; and not having a serious physical or mental illness.,,True,Methods section with dedicated Inclusion subsection
10163612,Participants whose caregiver responded yes at one visit but no at the other visit were not included in the analyses.,"Any participants with missing or incomplete variables, or those not reported as bullied at both or neither visit were excluded from the analyses.",False,Embedded in Bullying victimization section description
6558164,,,False,No specific criteria mentioned
10931527,,,False,No specific criteria mentioned
9882082,,,False,No specific criteria mentioned
8886766,"(1) Participants included patients with a diagnosed psychiatric disorder (2) The paper was a study of executive function (3) A task was presented during image acquisition (4) The analysis focused on longitudinal changes in brain activation from pre- to post- CT (5) The analysis was a whole-brain voxel-wise analysis (6) The results were reported using stereotactic coordinates (Talairach/MNI) (x, y, z).","(1) Newspaper reports or abstract publications (2) Studies that were not in English (3) Resting-state fMRI, functional connectivity, voxel-based morphometry, or Region-of-Interest analyses.",True,Methods section with dedicated Inclusion/Exclusion subsections
8153459,"identified MM patients with at least two outpatient codes or one inpatient diagnostic code for MM (International Classification of Diseases, Ninth Revision, Clinical Modification [ICD-9-CM] codes 203.0x) between January 1, 2009, and December 31, 2015.","Patients were further excluded if they (i) had an MM diagnosis within one year before the cohort entry date to ensure those who enrolled had newly diagnosed MM (NDMM); (ii) had never received MM treatment during the study period; (iii) had received allogeneic HSCT during the study period; (iv) had ever intended to or had received AuHSCT, determined by ever having mobilization, collection or cryopreservation of hematopoietic stem cells (HSCs); or (v) had the 1LOT before June 2012 while V was not yet reimbursed for the 1LOT in Taiwan.",False,Methods - Study population section
4172636,,,False,No specific criteria mentioned
9648735,,,False,No specific criteria mentioned
4629116,,,False,No specific criteria mentioned
9120357,,,False,No specific criteria mentioned
5624636,Patients with undiagnosed pleural effusions were included in this study,Patients who had pretreated malignant pleural disease at the time of PE analysis were excluded from this study. Patients who had proven PE diagnosis at the time of PE analysis were also excluded,False,Embedded in Subjects section description
3812127,,,False,No specific criteria mentioned
8059808,,,False,No specific criteria mentioned
6133354,"(1) Age  18 years; (2) confirmed diagnosis of pulmonary TB (i.e., any person with a positive sputum culture for   Mycobacterium tuberculosis  , or at least two smear-positive results for acid-fast bacilli, or one smear positive for bacilli plus evidence of TB on diagnostic chest x-ray), (3) and treatment with standard antituberculous drug scheme followed in Brazil (rifampin, isoniazid, pyrazinamide, and ethambutol) for at least 6 months.","Pediatric patients, patients with identified multidrug resistance bacteria (MDR), or those who had undergone alternative treatment regimens due to comorbidities or MDR were not included in the study.",True,Methods - Study participants section with dedicated Inclusion/Exclusion subsections
10666028,"Inclusion criteria included being enrolled in middle school or high school level athletic programs in either contact or non-contact sport. For participants included in the current analysis, contact sports included football, ice hockey, and soccer. Non-contact athletes participated in either basketball, baseball, cross-country, swimming, tennis, or track and field. Participants were enrolled in a single sport throughout the pre- to post-season period.","Exclusion criteria included history or clinical suspicion of significant neurologic or developmental disorder (e.g., epilepsy, stroke, brain tumor), history of moderate or severe TBI, or contraindication to study procedures.",False,Participants and procedures section
2912767,,We excluded one report because the population of interest was women only (hormone therapy for postmenopausal women). We excluded studies that were rated as having poor methodological quality by the authors of the reports as well as studies published as abstracts-only because of the limited information available on methods.,False,Embedded in Materials and Methods section
9250522,,,False,No specific criteria mentioned
2586089,,,False,No specific criteria mentioned
8920222,,,False,No specific criteria mentioned
8121329,"Original studies reporting the development and/or validation of pain scoring instruments for the assessment of pain in farm animals as well as manuscripts reporting the assessment of one or more measurement properties of these instruments, will be included. These studies may involve naturally-occurring or experimental acute and chronic painful conditions in bovine (beef and dairy, including buffalo), ovine (sheep and lamb), caprine (goat and kid), camel, swine (pig and piglets) and poultry (chicken, fowl, ducks, turkeys, and geese).","Studies that only report the use of pain scales as an outcome measurement instrument (e.g. in randomized controlled trials comparing two different treatments), studies in which a pain scale is used in the validation of another instrument, studies reporting only ethograms/list of behaviors that could be indicators of pain without a scoring system, studies reporting non-ordinal pain assessment variables, or review and systematic reviews will not be included. Studies reporting the use of pain scoring instruments to measure constructs other than pain, for example studies assessing animal welfare, in which pain is considered within the overall evaluation, studies assessing nociceptive testing, and studies for which the full text is not available will be excluded.",False,Eligibility criteria section
8830732,"To be included in the study, SBP subjects needed to meet the criteria of having a new-onset 6 to12 weeks low-back pain with no back pain in the year prior to the ongoing episode; CLBP patients had to have a pain duration of at least 1 year. Both SBP and CLBP participants had to (1) fulfill the International Association for the Study of Pain criteria for back pain [ ], (2) not be currently, or during the month prior to the study, on any opioid analgesics. We chose to include CLBP patients with at least 1 year of back pain to ensure that they were in the time window when brain reorganization had set in [ , ]. Patients were included if their back pain was below the T-12 thoracic vertebra with or without radiculopathy and was present on more days than not.","Healthy control subjects were screened likewise with the additional exclusion criteria of any current back pain or any history of any pain of more than 6 weeks in duration as an exclusion criterion. Participants had no history of psychiatric disorders, chronic medical conditions (e.g., diabetes, coronary artery disease), loss of consciousness, chemosensory impairment, or food allergies.",False,Embedded in Methods - Subjects section
2866655,,,False,No specific criteria mentioned
5766081,"(i) met the UK Brain Bank criteria [ ], (ii) had a Hoehn and Yahr score below 3 [ ], and (iii) had been diagnosed and included early in the course of PD (i.e. a disease duration of less than 5 years, as determined by the onset of the first motor symptoms reported by the patient)","None of the patients suffered from a concomitant respiratory disease. Likewise, patients with an ear, nose or throat disease (a tumor, an infection or a functional disorder of the vocal cords) or severe cognitive disturbance (as defined by a Mini-Mental State Examination score of less than 24 out of 30 [ ]) were excluded",False,Embedded in Methods section description
2557144,,,False,No specific criteria mentioned
5470759,,,False,No specific criteria mentioned
3538753,,,False,No specific criteria mentioned
5242484,"eligible patients had histologically or cytologically confirmed unresectable, locally advanced, or metastatic adenocarcinoma of the pancreas. No prior chemotherapy for metastatic or locally advanced disease was allowed. Other eligibility criteria included: age >18 years, Eastern Cooperative Oncology Group (ECOG) performance status of 0 or 1, life expectancy > 12 weeks, adequate bone marrow, renal and hepatic functions as defined",,False,Embedded in Patient population section
5886569,"Patients with untreated GD were age-matched with control subjects who had nonfunctional adrenal tumors, yet whose thyroid function was normal.","Pregnant women and patients with essential hypertension (EH), diabetes mellitus, chronic kidney disease, or malignant disease were excluded.",False,Embedded in Subjects and methods section
10389659,The study group was composed of dogs with SM exhibiting clinical symptoms of neuropathic pain for at least 3 months (  n   = 25).,the control group included clinically healthy CKCS without SM and without any documented clinical signs of acute or chronic pain (  n   = 16).,False,Embedded in Animals section description
5362237,"Sixteen adult male Wistar rats (Animal Resources Centre, Perth, Australia) were communally housed at 22  0.5C with a controlled 12:12h light-dark cycle. Half were fed   ad libitum   a standard rodent diet (Rat Maintenance Diet; Gordons Specialty Feeds, Sydney, Australia) containing (10% fat, 69% carbohydrate, and 21% (w/w) protein) while the other half was fed a high-fat, high-sucrose diet (HFSD; 45% energy from fat, 30% energy from sucrose) made in-house","All animals were fasted for 5 h and randomly assigned for acute insulin stimulation or tissue collected in the basal state, eight rats in each group. Insulin (Actrapid, Novo Nordisk, Copenhagen, Denmark) was infused at a rate of 0.5 U/kg/h, and a 30% (wt/vol) variable glucose infusion was started at 4 min to maintain euglycemia, based upon [ ]. In these rats, plasma samples were taken at 0, 1, 3, 5, 7.5 and 10 min for the measurement of insulin and glucose concentrations only. At 10 min, rats were euthanized with an overdose of sodium pentobarbitone (Troy Laboratories, Australia), liver rapidly dissected, freeze-clamped with aluminum tongs precooled in liquid nitrogen, and stored at 80C for subsequent analysis. Epidydimal fat pass mass was used as an index of adiposity.",False,Embedded in Animals section description
6705794,"In total, 614 participants recruited from a population in Saudi Arabia took part in this study (female   n   = 510, male n = 104). The majority (69%) of participants were aged between 18 and 35 years (  n   = 298, 1824, n = 126, 2435), 90 reported being 3544 years, 78 reported being 4554, 18 reported being 5564, and 4 reported being 6574. All but two participants reported being Muslim and only 1.8% self-reported non-Arabic in nationality.","Participants who wished to stop participating at any time for any reason, were instructed that they could do so by simply closing the web page.",False,Embedded in Participants section description
5884547,"Animals of the same age (young animals), gender (bulls) and breed (Norwegian Red) were used for the muscle cell isolation.",,False,"Embedded in Materials and methods section, Bovine primary skeletal muscle cell isolation subsection"
7993868,,,False,No specific criteria mentioned
3467243,,,False,No specific criteria mentioned
3916433,Only amblyopic eyes with BCVA of 20/30 or worse were included in the study. The BCVA of the fellow eye was 20/20 in each patient.,"Patients with a history of intraocular surgery, retinal or neurological disease (e. g. multiple sclerosis), optic nerve disease including glaucoma, nystagmus, laser treatment or any ocular media opacities including cataract were excluded from the study. Patients who had poor fixation cooperation due to poor vision or low age were excluded from the study.",False,Materials and Methods - Subjects section
4783115,,,False,No specific criteria mentioned
