count,diagnosis,group_name,subgroup_name,male_count,female_count,age_mean,age_median,age_minimum,age_maximum,age_range,imaging_sample,age_mean_female,age_median_female,age_minimum_female,age_maximum_female,pmcid
0.0,null,patients,null,0.0,0.0,,,,,null,,,,,,5884547
0.0,null,healthy,null,0.0,0.0,,,,,null,,,,,,5884547
17.0,strabismic amblyopia,patients,Group S,,,,,,,,yes,,,,,3916433
11.0,anisometropic amblyopia,patients,Group A,,,,,,,,yes,,,,,3916433
10.0,combined amblyopia (strabismus and anisometropia),patients,Group AS,,,,,,,,yes,,,,,3916433
22.0,healthy,healthy,cyclists,22.0,0.0,,,,,<21,yes,,,,,3184100
22.0,healthy,healthy,controls,22.0,0.0,,,,,<21,yes,,,,,3184100
8.0,none,patients,ferrets,8.0,0.0,,15.0,15.0,,15-15,no,,,,,8559940
1060.0,null,patients,13-19 years,,,15.7,,13.0,19.0,13-19,yes,,,,,7660520
6.0,null,patients,control group,,,,,,,,,,,,,4351252
17.0,null,patients,experimental group,,,,,,,,,,,,,4351252
30.0,SCAD,patients,SCAD survivors,3.0,27.0,52.2,52.0,35.0,71.0,35-71,,,,,,9447895
95.0,Alzheimers disease,patients,AD,51.0,44.0,64.84,64.0,59.0,68.0,59-68,,,,,,9659748
106.0,frontotemporal lobar degeneration,patients,FTLD,45.0,61.0,63.24,63.0,59.0,68.0,59-68,,,,,,9659748
123.0,null,patients,S. sordida,123.0,0.0,,,,,null,yes,,,,,5764372
12.0,Sham,patients,Group Constant,0.0,12.0,,,,,,,,,,,3506972
9.0,HPC,patients,Group Constant,0.0,9.0,,,,,,,,,,,3506972
8.0,Sham,patients,Group Inconstant,0.0,8.0,,,,,,,,,,,3506972
10.0,HPC,patients,Group Inconstant,0.0,10.0,,,,,,,,,,,3506972
5.0,Brucella pinnipedialis 12890,patients,B. pinnipedialis,0.0,5.0,,8.0,8.0,8.0,8 weeks,yes,,,,,4784796
5.0,Brucella ceti 12891,patients,B. ceti,0.0,5.0,,8.0,8.0,8.0,8 weeks,yes,,,,,4784796
5.0,Brucella suis 1330,patients,B. suis,0.0,5.0,,8.0,8.0,8.0,8 weeks,yes,,,,,4784796
6.0,null,patients,Group 1,3.0,3.0,,3.0,2.0,4.0,2-4,yes,,,,,3849430
78.0,none,patients,drug condition,10.0,68.0,20.24,,18.0,24.0,18-24,yes,,,,,6397859
164.0,none,patients,drug condition,24.0,140.0,20.27,,17.0,27.0,17-27,yes,,,,,6397859
5.0,healthy,healthy,volunteers,2.0,3.0,26.0,26.0,23.0,30.0,23-30,,,,,,5869699
10.0,healthy,healthy,volunteers,5.0,5.0,25.0,25.0,24.0,26.0,24-26,,,,,,5869699
6.0,arrhythmia,patients,patients,4.0,2.0,52.0,52.0,19.0,73.0,19-73,,,,,,5869699
6.0,SERT KO,patients,SERT KO mice,3.0,3.0,24.0,24.0,24.0,24.0,24-24,yes,,,,,8527018
8.0,elite athletes with a disability,patients,Paralympic swimmers,,,,,,,,yes,,,,,4456151
96.0,none,patients,C3H,48.0,48.0,,10.0,8.0,12.0,8-12,yes,,,,,7213687
96.0,none,patients,C57Bl/6,48.0,48.0,,10.0,8.0,12.0,8-12,yes,,,,,7213687
10.0,IL-1 knockout,patients,young,10.0,0.0,3.0,3.0,3.0,3.0,3-3,yes,,,,,5662897
8.0,IL-1 knockout,patients,adult,8.0,0.0,6.0,6.0,6.0,6.0,6-6,yes,,,,,5662897
11.0,IL-1r1 knockout,patients,young,11.0,0.0,3.0,3.0,3.0,3.0,3-3,yes,,,,,5662897
10.0,IL-1r1 knockout,patients,adult,10.0,0.0,6.0,6.0,6.0,6.0,6-6,yes,,,,,5662897
26.0,wild-type,healthy,young,26.0,0.0,3.0,3.0,3.0,3.0,3-3,yes,,,,,5662897
19.0,wild-type,healthy,adult,19.0,0.0,6.0,6.0,6.0,6.0,6-6,yes,,,,,5662897
62.0,first-episode schizophrenia,patients,first-episode,,,,,,,,yes,,,,,9819113
161.0,chronic schizophrenia,patients,chronic,,,,,,,,yes,,,,,9819113
151.0,control,healthy,controls,,,,,,,,yes,,,,,9819113
49.0,HIV control,patients,HIV control,49.0,0.0,35.53,,,,null,yes,,,,,10984160
16.0,HIV-associated anxiety disorders,patients,HIV ANXs,16.0,0.0,40.13,,,,null,yes,,,,,10984160
0.0,null,patients,Nf1,0.0,0.0,,,,,null,,,,,,6301684
0.0,null,healthy,Nf1 control,0.0,0.0,,,,,null,,,,,,6301684
639.0,null,patients,Katutura Community,,,,,18.0,80.0,18-80,no,,,,,4370519
134.0,cognitively unimpaired,patients,meditation,,,,,65.0,84.0,65-84,yes,,,,,10691714
50.0,none,healthy,Chinese college students,26.0,27.0,20.46,20.0,18.0,25.0,18-25,,,,,,10203786
33.0,Semantic Variant PPA,patients,SPPA,17.0,16.0,62.48,,53.0,87.0,53-87,yes,,,,,5619554
11.0,Nonfluent Progressive Aphasia,patients,NFPPA,3.0,8.0,66.45,,58.0,77.0,58-77,yes,,,,,5619554
3.0,Logopenic Progressive Aphasia,patients,LPPA,,,68.0,,,,,yes,,,,,5619554
21.0,Primary Progressive Aphasia,patients,PPA,,,60.88,,55.0,68.0,55-68,no,,,,,5619554
20.0,null,patients,tSMS20,,,,,,,null,yes,,,,,10104491
15.0,glioblastoma multiforme,patients,radiation oncologists,,,,,,,,yes,,,,,4489390
12.0,null,patients,VIP neurons,,,,,,,null,yes,,,,,4635925
13.0,left neglect,patients,right-hemisphere stroke patients,7.0,6.0,57.07,,,,N/A,yes,,,,,2600424
13.0,healthy controls,healthy,age-matched healthy participants,5.0,8.0,53.0,,,,N/A,yes,,,,,2600424
3309.0,end-stage renal disease (ESRD),patients,dialysis,,,61.7,,19.0,,19-,no,,,,,5832435
537.0,psychotic disorder,patients,AP polypharmacy,,,33.8,,18.0,65.0,18-65,yes,,,,,7652328
20.0,healthy,healthy,adults,11.0,9.0,28.4,28.0,25.0,32.0,25-32,,,,,,7500443
143.0,chronic kidney disease (CKD),patients,CKD,,,46.0,,18.0,75.0,18-75,yes,,,,,5598960
83.0,essential hypertension (HTN),healthy,HTN,,,53.0,,18.0,75.0,18-75,yes,,,,,5598960
795.0,obese,patients,obese men,795.0,0.0,,,,,unknown,yes,,,,,2639637
920.0,randomly sampled,healthy,randomly sampled men,920.0,0.0,,,,,unknown,yes,,,,,2639637
21.0,post-stroke aphasia,patients,chronic post-stroke aphasia,14.0,7.0,64.0,64.0,43.0,81.0,,yes,,,,,3187541
0.0,null,patients,null,0.0,0.0,,,,,,,,,,,6392317
5.0,wt,patients,male,5.0,0.0,,,,,,,,,,,6179189
5.0,bab,patients,male,5.0,0.0,,,,,,,,,,,6179189
5.0,wt,healthy,male,5.0,0.0,,,,,,,,,,,6179189
5.0,low,healthy,male,5.0,0.0,,,,,,,,,,,6179189
5.0,high,healthy,male,5.0,0.0,,,,,,,,,,,6179189
25.0,none,healthy,Experiment 1,25.0,0.0,,,,,null,yes,,,,,4600472
46.0,none,healthy,Experiment 2,46.0,0.0,,,,,null,yes,,,,,4600472
10.0,none,healthy,Experiment 4,10.0,0.0,,,,,null,yes,,,,,4600472
13.0,none,healthy,Experiment 5,13.0,0.0,,,,,null,yes,,,,,4600472
39.0,healthy,healthy,Intentional,24.0,15.0,27.0,27.0,22.0,32.0,22-32,,,,,,4077469
40.0,healthy,healthy,Unintentional,24.0,16.0,28.0,28.0,21.0,35.0,21-35,,,,,,4077469
120.0,null,patients,PGS-E participants,0.0,120.0,,16.0,16.0,16.0,16-16,yes,,,,,3960334
262.0,Anorexia Nervosa,patients,AN cases,0.0,262.0,19.0,19.0,19.0,19.0,19-19,yes,,,,,3852189
80.0,No history of AN,healthy,controls,0.0,80.0,,,,,,yes,,,,,3852189
8.0,obesity,patients,Zucker-Lepr,8.0,0.0,,,,,,yes,,,,,4031175
8.0,healthy,healthy,Zucker-lean,8.0,0.0,,,,,,yes,,,,,4031175
0.0,null,patients,U937,,,,,,,null,,,,,,3720895
0.0,null,healthy,U937,,,,,,,null,,,,,,3720895
5.0,none,patients,2009 group,5.0,0.0,8.0,8.0,8.0,9.0,8-9,no,,,,,3559779
8.0,none,patients,2010 group,8.0,0.0,8.0,8.0,8.0,9.0,8-9,no,,,,,3559779
6.0,null,patients,class 1,1.0,0.0,,,,,,,,,,,8824366
6.0,null,patients,class 2,3.0,0.0,,,,,,,,,,,8824366
6.0,null,patients,class 3,1.0,0.0,,,,,,,,,,,8824366
500.0,null,patients,cultured sea urchins,,,,,,,null,,,,,,7161986
20.0,null,patients,wild sea urchins from barren,,,,,,,null,,,,,,7161986
20.0,null,patients,wild sea urchins from E. bicyclis bed,,,,,,,null,,,,,,7161986
97.0,TB,patients,confirmed TB cases,,,,,,,,yes,,,,,5234774
28.0,non-infectious conditions,healthy,hospitalized controls,,,,,,,,yes,,,,,5234774
120.0,null,patients,N2,,,,,,,null,yes,,,,,8248617
0.0,null,patients,null,0.0,0.0,,,,,,,,,,,4460180
61.0,22q11.2 deletion syndrome,patients,22q11DS,25.0,36.0,15.68,,,,null,yes,,,,,2974935
27.0,major cardiac defects,patients,CHD,10.0,17.0,13.7,,,,null,yes,,,,,2974935
26.0,normal heart or benign murmurs,patients,noCHD,13.0,13.0,17.6,,,,null,yes,,,,,2974935
80.0,typically developing individuals,healthy,control,36.0,44.0,15.98,,,,null,yes,,,,,2974935
50.0,null,healthy,null,0.0,50.0,,,6.0,24.0,6 months - 2 years,yes,,,,,3438195
339.0,ASD,patients,ASD,,,,,,,,yes,,,,,8439051
0.0,,healthy,MRI,,,,,,,,,,,,,5065146
15.0,tolerant,patients,TOL,,,,,,,,yes,,,,,4361657
17.0,non-tolerant,patients,non-TOL,,,,,,,,yes,,,,,4361657
10.0,healthy control,healthy,control,3.0,7.0,32.5,32.5,27.0,59.0,27-59,no,,,,,4361657
156.0,null,patients,control,38.0,37.0,,,,,,,,,,,3838396
156.0,null,patients,nutritional restriction,41.0,38.0,,,,,,,,,,,3838396
368.0,melanoma survivors,patients,intervention,,,56.0,,24.0,75.0,24-75,yes,,,,,9916644
368.0,melanoma survivors,patients,control,,,56.0,,24.0,75.0,24-75,yes,,,,,9916644
4779.0,free from CVD,patients,MESA,,,61.9,,45.0,84.0,45-84,yes,,,,,8713797
24.0,null,patients,Female Sex Workers,0.0,24.0,23.5,23.0,18.0,32.0,18-32,no,,,,,3466319
3.0,neovascular AMD,patients,donors 1 to 3,,,,,,,,,,,,,6883845
4.0,no documented ophthalmic history,healthy,donors 5 to 7,,,,,,,,,,,,,6883845
8.0,null,healthy,SCAR-RNAi-expressing flies,,,,,,,,,,,,,6800343
8.0,null,healthy,WASp-RNAi-expressing flies,,,,,,,,,,,,,6800343
8.0,null,healthy,Rac1-CA-expressing flies,,,,,,,,,,,,,6800343
8.0,null,healthy,Cdc42-CA-expressing flies,,,,,,,,,,,,,6800343
8.0,null,healthy,Dia-RNAi-expressing flies,,,,,,,,,,,,,6800343
8.0,null,healthy,Parental controls,,,,,,,,,,,,,6800343
8.0,null,healthy,CK666-fed flies,,,,,,,,,,,,,6800343
8.0,null,healthy,Control flies,,,,,,,,,,,,,6800343
49.0,HCC,patients,HCC patients,,,51.0,,,,null,yes,,,,,4911053
1054.0,null,healthy,null,,,,,,,null,yes,,,,,3963945
13.0,none,patients,experimental group,6.0,7.0,23.6,23.0,22.0,25.0,22-25,,,,,,5507288
9.0,none,patients,control group,3.0,6.0,22.8,22.0,20.0,25.0,20-25,,,,,,5507288
19.0,aSAH,patients,IA therapy,,,,,,,,yes,,,,,5365119
153.0,ischemic stroke,patients,overall,,,65.4,,28.0,94.0,28-94,yes,,,,,3922971
64.0,null,patients,male,64.0,0.0,19.5,,,,null,yes,,,,,4242515
92.0,null,patients,female,0.0,92.0,19.5,,,,null,yes,,,,,4242515
106.0,cancer pain,patients,naldemedine,,,,,,,,yes,,,,,9733844
300.0,advanced cancer,patients,CGP testing,,,,,,,,yes,,,,,10218744
120.0,Chronic Fatigue Syndrome,patients,CFS,34.0,86.0,,,,,,yes,,,,,4608737
18444.0,2009 H1N1 vaccination,patients,RCTs,,,,,,,,,,,,,3167852
897.0,healthy,healthy,self-reported healthy individuals,556.0,341.0,39.7,39.0,20.0,70.0,20-70,no,,,,,5414997
58.0,anxiety,patients,petting animals,,,,,,,,yes,,,,,5482437
6.0,vegetative or minimally conscious state,patients,fMRI study participants,3.0,3.0,,,,,,,,,,,7116773
18.0,submucosal myoma (SMM),patients,SMM,0.0,18.0,40.8,,,,null,yes,,,,,7665806
16.0,intramural myoma (IMM),patients,IMM,0.0,16.0,,,,,null,yes,,,,,7665806
17.0,subserosal myoma (SSM),patients,SSM,0.0,17.0,36.3,,,,null,yes,,,,,7665806
400.0,healthy,healthy,young adults,200.0,200.0,40.9,40.0,25.0,45.0,,,,,,,3866135
212.0,ICUAW,patients,ICU patients,,,,,,,,yes,,,,,4210178
23.0,healthy,healthy,HMP,,,,,,,,,,,,,7892788
17.0,healthy,healthy,LMP,,,,,,,,,,,,,7892788
8.0,none,patients,C57Bl/6 male mice,8.0,0.0,,9.0,8.0,10.0,8-10,no,,,,,2888573
316.0,null,patients,younger,,,,,20.0,40.0,20-40,yes,,,,,6224233
316.0,null,patients,older,,,,,60.0,90.0,60-90,yes,,,,,6224233
5518.0,healthy,healthy,women,0.0,5518.0,70.2,,65.0,82.0,65-82,yes,,,,,10654785
7595.0,healthy,healthy,men,7595.0,0.0,70.84,,65.0,82.0,65-82,yes,,,,,10654785
8.0,Control,patients,Control,8.0,0.0,,,,,,,,,,,3871554
8.0,TSP-2 treated,patients,TSP-2 treated,8.0,0.0,,,,,,,,,,,3871554
25.0,sudden sensorineural hearing loss (SNHL),patients,sudden SNHL,14.0,11.0,,,,,,,,,,,5600057
8.0,healthy,healthy,healthy volunteers,8.0,0.0,,,,,,,,,,,5600057
15.0,SOD1 mice,patients,Ubiquinone treatment,0.0,15.0,,,,,,yes,,,,,3720666
15.0,SOD1 mice,patients,Ubiquinol treatment,0.0,15.0,,,,,,yes,,,,,3720666
119.0,none,patients,overall,58.0,61.0,21.0,21.0,18.0,24.0,18-24,,,,,,9739676
1.0,schizophrenia,patients,Case 1,1.0,0.0,45.0,45.0,45.0,45.0,,,,,,,8374077
1.0,schizophrenia,patients,Case 2,0.0,1.0,46.0,46.0,46.0,46.0,,,,,,,8374077
100.0,,healthy,late adolescents,18.0,82.0,19.8,19.0,18.0,22.0,18-22,,,,,,4951620
4.0,null,patients,Control,,,,,,,null,no,,,,,3772078
4.0,null,patients,Gravity (G),,,,,,,null,no,,,,,3772078
4.0,null,patients,Gravity + LIPUS (GU),,,,,,,null,no,,,,,3772078
4.0,null,patients,SMG (M),,,,,,,null,no,,,,,3772078
4.0,null,patients,SMG + LIPUS (MU),,,,,,,null,no,,,,,3772078
211.0,null,patients,whole blood,,,75.0,,22.0,96.0,22-96,yes,,,,,3465258
20.0,null,patients,MNCs and PMNCs,10.0,10.0,45.0,,22.0,96.0,22-96,yes,,,,,3465258
0.0,null,patients,null,0.0,0.0,,,,,,,,,,,3616012
14.0,"49,XXXXY",patients,"49,XXXXY males",14.0,0.0,,,5.0,17.0,5.1-17.2,yes,,,,,3649771
7.0,POTS,patients,adolescents,3.0,4.0,,,15.0,18.0,,yes,,,,,4751215
0.0,null,patients,null,0.0,0.0,,,,,null,,,,,,3753296
0.0,null,healthy,null,0.0,0.0,,,,,null,,,,,,3753296
370.0,"HIV, OLD",patients,HIV-infected with OLD,,,,,,,,yes,,,,,3990590
280.0,none,healthy,disease-free participants,,,,,,,,yes,,,,,3990590
1.0,infectious mononucleosis,patients,acute infectious mononucleosis,1.0,0.0,19.0,19.0,19.0,19.0,19-19,yes,,,,,3073885
0.0,,healthy,S. epidermidis CH,,,,,,,,no,,,,,1762332
208.0,null,healthy,midwives,2.0,206.0,34.0,34.0,28.0,43.0,28-43.5,no,,,,,6483190
20.0,healthy,healthy,community dwelling participants,10.0,10.0,61.15,,55.0,73.0,55-73,yes,,,,,8548419
10.0,null,patients,small,,,,,,,null,,,,,,4357454
10.0,null,patients,medium,,,,,,,null,,,,,,4357454
10.0,null,patients,large,,,,,,,null,,,,,,4357454
1.0,null,patients,1-month-old human cadaver,1.0,0.0,1.0,1.0,1.0,1.0,1-1,yes,,,,,4500468
1.0,null,patients,3-week-old piglet,1.0,0.0,3.0,3.0,3.0,3.0,3-3,yes,,,,,4500468
330.0,MSA,patients,MSA,,,,,,,,,,,,,3152869
297.0,PSP,patients,PSP,,,,,,,,,,,,,3152869
7.0,healthy,healthy,pigs,,,,,,,,yes,,,,,5617181
21.0,healthy,healthy,experiment 1,6.0,15.0,24.5,24.0,21.0,30.0,21-30,,,,,,6054979
30.0,healthy,healthy,experiment 2,7.0,23.0,21.0,21.0,18.0,27.0,18-27,,,,,,6054979
42.0,malaria transmission perceptions,patients,participants,12.0,30.0,38.9,,19.0,72.0,19-72,no,,,,,6546273
35.0,ischemic or hemorrhagic stroke,patients,stroke survivors with visual impairment,19.0,16.0,,,20.0,75.0,,yes,,,,,5607544
113.0,HIV/HBV co-infected,patients,HIV/HBV co-infected patients,50.0,63.0,45.0,45.0,24.0,73.0,24-73,yes,,,,,7790253
6.0,Alzheimers disease,patients,APP TgCRND8,3.0,3.0,6.0,6.0,3.0,9.0,,yes,,,,,9327202
213.0,IHD,patients,active group,,,,,,,,,,,,,4029626
107.0,IHD,patients,TAU,,,,,,,,,,,,,4029626
18.0,OPLL,patients,OPLL patients,,,,,,,,,,,,,4156358
18.0,non-OPLL,patients,non-OPLL patients,,,,,,,,,,,,,4156358
1463.0,MS,patients,MS patients,,,28.3,,15.0,45.0,15-45,yes,,,,,7984655
798.0,null,patients,QTIM,311.0,487.0,22.0,22.0,12.0,30.0,12-30,,,,,,11128777
396.0,null,patients,QTAB,195.0,201.0,11.0,11.0,9.0,16.0,9-16,,,,,,11128777
23.0,WP users,patients,current WP users,,,,,,,,yes,,,,,10038263
40.0,nonusers,healthy,nonusers,,,,,,,,yes,,,,,10038263
29.0,none,patients,cynomolgus monkeys,29.0,0.0,24.0,24.0,24.0,24.0,24-24,yes,,,,,9202903
30.0,"typically developing (TD) children, children with attention deficit hyperactivity disorder (ADHD) and autism spectrum disorder (ASD)",patients,TD,5.0,8.0,10.42,10.0,9.0,11.0,9-11,,,,,,4347448
6.0,autism spectrum disorder (ASD),patients,ASD,6.0,0.0,9.74,10.0,9.0,10.0,9-10,,,,,,4347448
11.0,attention deficit hyperactivity disorder (ADHD),patients,ADHD,4.0,7.0,10.2,10.0,9.0,11.0,9-11,,,,,,4347448
16.0,"normal aging, mild cognitive impairment (MCI), Alzheimer's disease (AD), impairment but not MCI",patients,elderly,4.0,3.0,60.09,60.0,58.0,63.0,58-63,,,,,,4347448
2.0,mild cognitive impairment (MCI),patients,MCI,1.0,1.0,63.6,63.0,63.0,64.0,63-64,,,,,,4347448
5.0,Alzheimer's disease (AD),patients,AD,3.0,2.0,68.64,69.0,68.0,69.0,68-69,,,,,,4347448
2.0,impaired but not MCI,patients,impaired,1.0,1.0,58.65,59.0,58.0,59.0,58-59,,,,,,4347448
10.0,essential tremor,patients,human ET patients,4.0,6.0,,,60.0,79.0,,yes,,,,,10805384
9.0,none,patients,Long-Evans rats,9.0,0.0,,,,,,yes,,,,,10805384
7.0,genetic absence epilepsy,patients,GAERS rats,,,,,,,,yes,,,,,10805384
5.0,none,patients,C57BL/6 mice,5.0,0.0,,,9.0,16.0,,yes,,,,,10805384
0.0,null,patients,n3,,,,,,,,,,,,,3695931
0.0,null,patients,PPm3,,,,,,,,,,,,,3695931
12.0,healthy,healthy,C57/Bl6,12.0,0.0,,,,,,,,,,,3248414
6.0,healthy,healthy,Kv4.2/,6.0,0.0,,,,,,,,,,,3248414
7.0,ischemic,patients,ischemic,7.0,0.0,,,,,,,,,,,3309937
7.0,normal,healthy,normal,7.0,0.0,,,,,,,,,,,3309937
1484.0,null,patients,White,,,,,5.0,11.0,5-11,yes,,,,,4412635
1484.0,null,patients,Black,,,,,5.0,11.0,5-11,yes,,,,,4412635
1484.0,null,patients,South Asian,,,,,5.0,11.0,5-11,yes,,,,,4412635
1484.0,null,patients,Other,,,,,5.0,11.0,5-11,yes,,,,,4412635
2.0,ALS,patients,FUS-R518G,1.0,1.0,60.0,60.0,30.0,90.0,30-90,yes,,,,,3631215
0.0,null,patients,HeLa,,,,,,,,,,,,,4154836
0.0,null,patients,SiHa,,,,,,,,,,,,,4154836
0.0,,healthy,C57Bl/6J mice,,,,,,,,,,,,,3469557
0.0,,healthy,Trpa1 mice,,,,,,,,,,,,,3469557
0.0,,healthy,Trpv1 mice,,,,,,,,,,,,,3469557
0.0,,healthy,wild-type littermates,,,,,,,,,,,,,3469557
233.0,lung transplantation,patients,overall,148.0,85.0,52.97,,,,N/A,yes,,,,,5509107
8.0,clinically normal,healthy,koalas,4.0,4.0,4.9,4.0,2.0,7.0,2.8-7.5,no,,,,,11023281
1.0,choroid plexus carcinoma,patients,CPC patients,1.0,0.0,73.0,73.0,73.0,73.0,73-73,yes,,,,,4489946
40.0,"T2D, obesity, hyperglycemia, insulin-resistance and hyperinsulinemia",patients,db/db mice,40.0,0.0,,,,,,,,,,,3174932
388017.0,Laysan albatross,healthy,Laysan albatross,,,,,,,,yes,,,,,4580421
25433.0,black-footed albatross,healthy,black-footed albatross,,,,,,,,yes,,,,,4580421
129733.0,Bonin petrel,healthy,Bonin petrel,,,,,,,,yes,,,,,4580421
169.0,acute coronary syndrome,patients,current smokers,,,55.7,,,,unknown,yes,,,,,4619630
307.0,stable coronary artery disease,patients,never smokers,,,64.4,,,,unknown,yes,,,,,4619630
17.0,early AD,patients,AD patients,,,,,,,,yes,,,,,6700635
35.0,neurological controls,healthy,controls,10.0,25.0,57.3,,45.0,70.0,45-70,yes,,,,,6700635
19.0,null,patients,null,,,25.4,,,,null,,,,,,7351776
0.0,null,patients,null,0.0,0.0,,,,,,,,,,,4807836
30.0,none,patients,Heading,15.0,15.0,23.53,23.0,18.0,30.0,18-30,,,,,,10157247
30.0,none,patients,VR,15.0,15.0,25.73,25.0,18.0,30.0,18-30,,,,,,10157247
824.0,nephrolithiasis,patients,dietary intervention,,,,,,,,yes,,,,,8055022
15.0,none,healthy,young adults,7.0,8.0,22.0,22.0,18.0,25.0,18-25,,,,,,4357296
15.0,none,healthy,older adults,5.0,10.0,75.0,75.0,63.0,92.0,63-92,,,,,,4357296
1.0,healthy,healthy,male volunteer,1.0,0.0,,,,,,yes,,,,,6560237
31791.0,obesity,patients,bariatric surgery cohort,,,42.0,,30.0,55.0,30-55,yes,,,,,10194874
263.0,MS,patients,MS patients,,,,,,,,yes,,,,,10509529
207.0,NMOSD,patients,NMOSD patients,,,,,,,,yes,,,,,10509529
338.0,HC,healthy,healthy controls,,,,,,,,yes,,,,,10509529
0.0,null,patients,null,0.0,0.0,,,,,,,,,,,3261891
7010.0,HIV-positive,patients,adults,2445.0,4565.0,37.0,37.0,15.0,90.0,15-90,no,,,,,5515476
12.0,Parkinson's disease,patients,STN recordings,,,,,,,,,,,,,7096181
4.0,null,patients,Macaca fascicularis,2.0,2.0,,,,,null,yes,,,,,2777259
1.0,malignant melanoma,patients,A375 cell line,0.0,1.0,54.0,54.0,54.0,54.0,54-54,yes,,,,,4807832
0.0,null,patients,LNCaP,,,,,,,null,,,,,,3547877
0.0,null,patients,LNCaP-AI,,,,,,,null,,,,,,3547877
0.0,null,healthy,COS-7,,,,,,,null,,,,,,3547877
0.0,null,healthy,PC3,,,,,,,null,,,,,,3547877
1.0,insomnia,patients,insomnia patients,,,,,,,,yes,,,,,10343953
1.0,depression,patients,patients with melancholic major depressive disorder with insomnia,,,,,,,,yes,,,,,10343953
1.0,temporal lobe epilepsy,patients,TLE patients with sleep disorders,,,,,,,,yes,,,,,10343953
1.0,Alzheimer's disease,patients,Alzheimer's patients with sleep disorders,,,,,,,,yes,,,,,10343953
29.0,healthy,patients,Diabetes during pregnancy,14.0,15.0,,,,,,yes,,,,,7473588
0.0,null,patients,null,0.0,0.0,,,,,,,,,,,9847973
0.0,null,healthy,null,0.0,0.0,,,,,,,,,,,9847973
5.0,"normal diet, no antibiotics nor essential oils added to the diet",healthy,white diet,,,,,,,,,,,,,8901073
6.0,antibiotics added to the diet,patients,traditional diet,,,,,,,,,,,,,8901073
6.0,essential oils added to the diet,patients,oil diet,,,,,,,,,,,,,8901073
64.0,null,patients,older,30.0,34.0,70.64,70.0,65.0,77.0,65-77,,,,,,6428309
39.0,null,patients,younger,17.0,22.0,28.74,22.0,18.0,55.0,18-55,,,,,,6428309
7.0,null,healthy,BHK21,,,,,,,,,,,,,2889835
7.0,null,healthy,BSRT7,,,,,,,,,,,,,2889835
7.0,null,healthy,HeLa,,,,,,,,,,,,,2889835
7.0,null,healthy,A549,,,,,,,,,,,,,2889835
7.0,null,healthy,4T1,,,,,,,,,,,,,2889835
7.0,null,healthy,HEp2,,,,,,,,,,,,,2889835
7.0,null,healthy,Vero,,,,,,,,,,,,,2889835
15.0,anemia,patients,mothers or caregivers,0.0,15.0,22.84,,18.0,33.0,,,,,,,10035874
0.0,,healthy,MRI,,,,,,,,,,,,,4689534
12114.0,COVID-19 seroprevalence study,patients,first round,,,,,,,,yes,,,,,9132278
72.0,null,patients,MRI participants,13.0,59.0,20.5,,18.0,26.0,18-26,yes,,,,,9828266
1.0,null,patients,C57/Bl6 mice,,,,,,,8-wk,yes,,,,,10469016
296.0,null,patients,2019,,,25.7,,19.0,50.0,19-50,yes,,,,,10586704
291.0,null,patients,2021,,,26.5,,19.0,50.0,19-50,yes,,,,,10586704
36.0,healthy,healthy,young males,36.0,0.0,25.4,,20.0,40.0,20-40,yes,,,,,3907676
49.0,MK,patients,Y2020,,,,,,,,,,,,,8372897
181.0,MK,patients,pre-C19,,,,,,,,,,,,,8372897
1284.0,various diseases including cancer,patients,development cohort,,,77.0,77.0,58.0,101.0,58-101,yes,,,,,4581840
98.0,metastatic cancer,patients,validation cohort,,,,,,,,yes,,,,,4581840
91.0,null,patients,Libyan dental practitioners,15.0,43.0,,,,,null,yes,,,,,10781111
68.0,autistic,patients,autistic children,,,,,6.0,11.0,6.0-11.0,yes,,,,,11130426
70.0,non-autistic,healthy,non-autistic children,,,,,6.0,11.0,6.0-11.0,yes,,,,,11130426
2395.0,post-ERCP pancreatitis,patients,GTN group,,,,,,,,,,,,,3787965
2395.0,post-ERCP pancreatitis,patients,placebo group,,,,,,,,,,,,,3787965
20.0,healthy,healthy,volunteers,,,,,,,,,,,,,2424135
45194.0,null,patients,colorectal cancer,14172.0,31022.0,,,,,null,,,,,,4643904
20.0,nave,patients,Group 1,10.0,10.0,,4.0,3.0,6.0,3-6,,,,,,3142111
20.0,immunized,patients,Group 2,10.0,10.0,,4.0,3.0,6.0,3-6,,,,,,3142111
21.0,PAC (Post-Abortion Care),patients,PAC Patients,0.0,21.0,,,,,,yes,,,,,6150499
17.0,heart failure,patients,HF participants,,,,,,,,yes,,,,,11125520
9.0,Iron deficiency anemia,patients,A,,,,,,,,yes,,,,,3667775
9.0,Iron deficiency anemia,patients,B,,,,,,,,yes,,,,,3667775
9.0,Iron deficiency anemia,patients,C,,,,,,,,yes,,,,,3667775
18.0,healthy,healthy,participants,8.0,10.0,22.0,22.0,20.0,25.0,20-25,,,,,,8260738
13.0,healthy,healthy,participants with N3 sleep,4.0,9.0,22.0,22.0,20.0,25.0,20-25,,,,,,8260738
156.0,healthy,healthy,active males,,,,,9.0,31.0,9.22-31,yes,,,,,9725163
3.0,Chronic Myelomonocytic Leukemia,patients,MV-4-11,,,,,,,,,,,,,3281857
3.0,Chronic Myelomonocytic Leukemia,patients,HL-60,,,,,,,,,,,,,3281857
